1,0.3
2,0.3
3,0.3
4,0.3
5,0.3
6,0.3
7,0.3
8,0.3
9,0.3
10,0.3
11,0.3
12,0.3
13,0.3
14,0.3
15,0.3
16,0.3
17,0.3
18,0.3
19,0.329999646
20,0.356999327
21,0.38129904
22,0.403168782
23,0.422851549
24,0.44056604
25,0.456509082
26,0.470857819
27,0.483771683
28,0.49539416
29,0.50585439
30,0.515268597
31,0.523741383
32,0.53136689
33,0.538229847
34,0.544406508
35,0.549965503
36,0.554968598
37,0.565470657
38,0.580321056
39,0.598543804
40,0.619314032
41,0.641937486
42,0.665832677
43,0.69051535
44,0.715584961
45,0.740712917
46,0.765632331
47,0.790129101
48,0.814034133
49,0.837216575
50,0.859577929
51,0.881046931
52,0.901575115
53,0.921132975
54,0.93970665
55,0.958453333
56,0.978171595
57,0.999360885
58,1.022267932
59,1.046920919
60,1.073153177
61,1.100619208
62,1.128807108
63,1.157052697
64,1.184561291
65,1.210442386
66,1.233759979
67,1.253596906
68,1.26912647
69,1.279680648
70,1.284803193
71,1.284278654
72,1.278133862
73,1.266201753
74,1.248149341
75,1.22358995
76,1.192246009
77,1.154122951
78,1.109641921
79,1.059681236
80,1.005506296
81,0.948612899
82,0.890540911
83,0.832715433
84,0.776347827
85,0.722399977
86,0.671597034
87,0.624469127
88,0.581405977
89,0.542714509
90,0.508674826
91,0.479651124
92,0.456216631
93,0.439309497
94,0.430428716
95,0.431835362
96,0.446592422
97,0.478019543
98,0.528008198
99,0.594525856
100,0.670648979
101,0.747117097
102,0.816235305
103,0.873707928
104,0.918195075
105,0.950153168
106,0.970908081
107,0.982120095
108,0.98552519
109,0.982841104
110,0.975764696
111,0.966026608
112,0.955490904
113,0.946289413
114,0.940950778
115,0.942400089
116,0.953584159
117,0.976478507
118,1.010536315
119,1.051225626
120,1.090407759
121,1.120137064
122,1.136907786
123,1.142008206
124,1.139127281
125,1.132262157
126,1.124760529
127,1.119052834
128,1.116633955
129,1.1181038
130,1.123226148
131,1.131009482
132,1.139786412
133,1.14720989
134,1.150090952
135,1.144296483
136,1.125629495
137,1.092464002
138,1.047810728
139,0.997542168
140,0.947134163
141,0.900273121
142,0.858937506
143,0.823782133
144,0.794453465
145,0.769867922
146,0.74852146
147,0.72883441
148,0.709482788
149,0.68965341
150,0.669186715
151,0.648634291
152,0.62933022
153,0.613591159
154,0.605009896
155,0.608369047
156,0.628280529
157,0.666434035
158,0.719611396
159,0.78104994
160,0.843918152
161,0.903554158
162,0.957624113
163,1.005341032
164,1.046678067
165,1.081862113
166,1.111130467
167,1.134670729
168,1.15267345
169,1.165445084
170,1.173551881
171,1.17799357
172,1.180406291
173,1.183200277
174,1.189343529
175,1.201431767
176,1.220043968
177,1.242080062
178,1.260518226
179,1.267079201
180,1.256548262
181,1.228750537
182,1.18707349
183,1.136057854
184,1.079897518
185,1.021920616
186,0.964574458
187,0.90957025
188,0.85802879
189,0.810562577
190,0.767267936
191,0.727646441
192,0.690579881
193,0.654591809
194,0.61850557
195,0.582160555
196,0.54660093
197,0.513661788
198,0.485537535
199,0.464765341
200,0.454501176
201,0.458649728
202,0.481200308
203,0.52423598
204,0.585478924
205,0.658032604
206,0.733319883
207,0.804418661
208,0.867296488
209,0.920282475
210,0.963045141
211,0.995794851
212,1.018911248
213,1.032933956
214,1.038701107
215,1.037432156
216,1.030725789
217,1.020562587
218,1.009372385
219,1.000127322
220,0.99629063
221,1.001344649
222,1.017754396
223,1.045612189
224,1.081403139
225,1.117753459
226,1.14577324
227,1.159393599
228,1.157679236
229,1.143588635
230,1.12160424
231,1.096146909
232,1.070915642
233,1.048716877
234,1.031439192
235,1.020000959
236,1.014233429
237,1.012759153
238,1.012963328
239,1.011128694
240,1.002858766
241,0.984194669
242,0.953635647
243,0.913550187
244,0.868968096
245,0.825104007
246,0.786082948
247,0.754871505
248,0.733429459
249,0.722646488
250,0.722157823
251,0.730331261
252,0.744604168
253,0.762076897
254,0.780137333
255,0.796987998
256,0.812071039
257,0.826387313
258,0.842603131
259,0.864585627
260,0.89571112
261,0.936194039
262,0.982112699
263,1.027867609
264,1.069304146
265,1.104791561
266,1.134676514
267,1.160334762
268,1.183368158
269,1.20505264
270,1.226054543
271,1.246418814
272,1.265779515
273,1.283662043
274,1.299699812
275,1.313632357
276,1.32503511
277,1.332728362
278,1.33390487
279,1.323925125
280,1.29858308
281,1.257473626
282,1.204113596
283,1.143276344
284,1.078959826
285,1.013847609
286,0.949529037
287,0.886894278
288,0.826470113
289,0.7686279
290,0.713668246
291,0.661827676
292,0.613263121
293,0.568053362
294,0.526234577
295,0.487882208
296,0.453258853
297,0.423025799
298,0.398467877
299,0.381725207
300,0.376064255
301,0.385944416
302,0.416112471
303,0.468925429
304,0.541038241
305,0.623263769
306,0.704835682
307,0.777756634
308,0.837984692
309,0.884451475
310,0.917742964
311,0.93918325
312,0.950340722
313,0.95280859
314,0.948146337
315,0.937921339
316,0.92381474
317,0.907773292
318,0.892204559
319,0.880167327
320,0.875360138
321,0.881561021
322,0.901380505
323,0.934802269
324,0.978148709
325,1.024230794
326,1.064961189
327,1.095280278
328,1.11466245
329,1.125648846
330,1.131810673
331,1.136502195
332,1.142329351
333,1.15095568
334,1.163042504
335,1.178300399
336,1.195691009
337,1.213752245
338,1.230865801
339,1.245149559
340,1.253771677
341,1.252245252
342,1.235597255
343,1.202257835
344,1.156078872
345,1.103335424
346,1.049284207
347,0.997127601
348,0.948290114
349,0.902927663
350,0.860394426
351,0.819674414
352,0.779781287
353,0.740066266
354,0.700354714
355,0.660895978
356,0.622214031
357,0.585000438
358,0.55016074
359,0.519038216
360,0.493723242
361,0.477247908
362,0.47344238
363,0.486168585
364,0.517716327
365,0.567091491
366,0.629810791
367,0.699594811
368,0.770416039
369,0.837568659
370,0.897799196
371,0.949080467
372,0.990376398
373,1.021449507
374,1.042674345
375,1.054860342
376,1.059127642
377,1.056875423
378,1.049847616
379,1.040253964
380,1.030863498
381,1.024939191
382,1.025845503
383,1.036290454
384,1.057398676
385,1.087755569
386,1.122491632
387,1.15342832
388,1.172060843
389,1.174013612
390,1.160434736
391,1.135737753
392,1.10495691
393,1.072429093
394,1.041487705
395,1.014518241
396,0.993008145
397,0.977468309
398,0.967259884
399,0.960467454
400,0.953987489
401,0.943940362
402,0.926521354
403,0.899415097
404,0.863237414
405,0.821552782
406,0.779181175
407,0.740565238
408,0.709266107
409,0.688033506
410,0.678748074
411,0.682077357
412,0.697136819
413,0.721576032
414,0.752201492
415,0.78581818
416,0.819914424
417,0.853081628
418,0.885234432
419,0.917603142
420,0.952228521
421,0.990606737
422,1.031935565
423,1.072864835
424,1.109539676
425,1.139697184
426,1.163153172
427,1.18124911
428,1.196113846
429,1.210008311
430,1.224754317
431,1.241275163
432,1.259342291
433,1.277622867
434,1.294046119
435,1.306334172
436,1.312361902
437,1.310074713
438,1.297141517
439,1.271159077
440,1.231148915
441,1.17907387
442,1.119141196
443,1.05575182
444,0.992222171
445,0.930562506
446,0.871709685
447,0.815853785
448,0.762769837
449,0.712130514
450,0.663745772
451,0.617669469
452,0.57417056
453,0.533639412
454,0.496523296
455,0.463357918
456,0.434931391
457,0.412597139
458,0.3986954
459,0.396904093
460,0.412045124
461,0.448459256
462,0.506707332
463,0.58120325
464,0.662183827
465,0.740280797
466,0.809271519
467,0.86614818
468,0.910115307
469,0.941647177
470,0.961871128
471,0.972212397
472,0.974205458
473,0.969414237
474,0.959438027
475,0.946001856
476,0.931132658
477,0.91739251
478,0.90805066
479,0.906907944
480,0.917445669
481,0.941432735
482,0.977613659
483,1.020935141
484,1.063291503
485,1.096929912
486,1.118197259
487,1.128027306
488,1.12987601
489,1.127718653
490,1.125024862
491,1.124400473
492,1.127489182
493,1.134942997
494,1.146440564
495,1.160803876
496,1.17621505
497,1.190374709
498,1.200329885
499,1.202017009
500,1.190596579
501,1.163091724
502,1.121471818
503,1.071610318
