-1.5492974e-002,-3.0578585e-001,-3.9945714e-001,5.2615661e-001,-4.3932774e-002,5.6478381e-001,-5.8139880e-001,7.6175965e-001,8.2176397e-001,7.9385915e-001,9.1047388e-001,2.8877335e-002,2.0589801e-001,6.3045716e-001,8.2107552e-001,-8.9513658e-001,7.6837985e-001,-2.9485364e-001,6.4129301e-002
8.2761710e-003,-3.2943573e-001,-4.0858026e-001,5.1096309e-001,-4.3932774e-002,5.7545181e-001,-5.8860082e-001,7.6175965e-001,8.2176397e-001,8.0702958e-001,9.1468130e-001,2.8877335e-002,1.3443963e-001,6.2183122e-001,8.0798990e-001,-8.9540306e-001,7.6837985e-001,-2.9485364e-001,2.0855057e-002
5.5815861e-002,-3.7675750e-001,-4.2682651e-001,5.2190248e-001,-3.8001465e-002,5.6964673e-001,-6.0303232e-001,7.8544824e-001,8.2176397e-001,7.8160782e-001,9.0892424e-001,1.8745423e-002,-4.2040731e-002,6.2183122e-001,7.9490212e-001,-8.9593604e-001,7.8575177e-001,-2.7402042e-001,1.6162669e-002
1.0335543e-001,-4.2405725e-001,-4.4509789e-001,5.2205417e-001,-4.1601591e-002,5.6425183e-001,-6.0303232e-001,7.8877510e-001,8.2176397e-001,8.1169573e-001,9.0397970e-001,-2.4316936e-002,1.1203409e-001,6.2183122e-001,8.1105556e-001,-8.9606929e-001,7.7951191e-001,-2.5070499e-001,3.1282586e-003
1.2712458e-001,-4.4772915e-001,-4.5422102e-001,4.8879583e-001,-6.0472119e-002,5.4726241e-001,-6.2007674e-001,7.9472675e-001,8.2176397e-001,8.1169573e-001,9.1750786e-001,1.8212337e-001,1.3150531e-001,6.2183122e-001,8.2199759e-001,-8.9593604e-001,7.7023039e-001,-2.3904728e-001,4.6923879e-003
1.4741240e-001,-4.7137903e-001,-4.6334414e-001,4.8879583e-001,-6.0472119e-002,5.4726241e-001,-6.2371069e-001,7.8877510e-001,8.2176397e-001,7.8941318e-001,9.1750786e-001,1.8212337e-001,1.8344988e-001,6.2183122e-001,8.3293962e-001,-8.9553631e-001,7.7023039e-001,-2.2739185e-001,4.6923879e-003
1.6360614e-001,-4.8767410e-001,-4.7033100e-001,4.8383335e-001,-6.6410297e-002,5.2109126e-001,-6.2889263e-001,7.7985507e-001,8.2176397e-001,7.6805887e-001,9.0830607e-001,1.0405467e-003,1.8344988e-001,6.2183122e-001,8.4388165e-001,-8.9513658e-001,7.6907748e-001,-7.4078357e-002,-6.7778936e-003
1.7979988e-001,-4.8958987e-001,-4.7437734e-001,4.8162028e-001,-8.1582032e-002,5.2109126e-001,-6.2889263e-001,7.7498297e-001,8.2176397e-001,7.8941318e-001,9.0638782e-001,1.0405467e-003,2.3539445e-001,6.2382135e-001,8.5482368e-001,-8.9473684e-001,7.5033097e-001,1.7129239e-001,-1.0427529e-002
1.9599373e-001,-4.9148362e-001,-4.7844882e-001,4.8116521e-001,-9.0618878e-002,5.1110645e-001,-6.3866367e-001,7.7475919e-001,8.2176397e-001,7.5096077e-001,9.0638782e-001,1.0405467e-003,2.8733902e-001,6.3432960e-001,8.6576571e-001,-8.9447035e-001,7.4916240e-001,3.7440821e-001,-1.0427529e-002
2.1218864e-001,-4.9339939e-001,-4.8249516e-001,4.5059803e-001,-1.0008474e-001,4.9680267e-001,-6.4493800e-001,7.7475919e-001,8.2176397e-001,8.0285618e-001,9.0638782e-001,7.7047202e-002,2.8733902e-001,6.4483579e-001,8.7028126e-001,-8.9407062e-001,7.4821114e-001,4.3010008e-001,-1.5641293e-002
